VegCode,Threat,SubThreat,SubSubThreat,NATIONAL STATUS,Taxon
FRs9,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum cochleariforme
FS3,Invasive Alien Species (direct effects),Competitors,,NT,Helichrysum cochleariforme
FS3,Habitat loss,Infrastructure development,Telecommunications,NT,Helichrysum cochleariforme
FS3,Habitat degradation,Fires,Too irregular fires,NT,Helichrysum cochleariforme
FS3,Invasive Alien Species (direct effects),,,NT,Helichrysum cochleariforme
FS3,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum cochleariforme
FS6,Invasive Alien Species (direct effects),Competitors,,NT,Helichrysum cochleariforme
FS6,Habitat loss,Infrastructure development,Telecommunications,NT,Helichrysum cochleariforme
FS6,Habitat degradation,Fires,Too irregular fires,NT,Helichrysum cochleariforme
FS6,Invasive Alien Species (direct effects),,,NT,Helichrysum cochleariforme
FS6,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum cochleariforme
FS7,Invasive Alien Species (direct effects),Competitors,,NT,Helichrysum cochleariforme
FS7,Habitat loss,Infrastructure development,Telecommunications,NT,Helichrysum cochleariforme
FS7,Habitat degradation,Fires,Too irregular fires,NT,Helichrysum cochleariforme
FS7,Invasive Alien Species (direct effects),,,NT,Helichrysum cochleariforme
FS7,Habitat loss,Infrastructure development,Human settlement,NT,Helichrysum cochleariforme
SKs14,Habitat loss,Infrastructure development,Human settlement,VU,Leucoptera nodosa
SKs14,Habitat degradation,Agriculture,Livestock,VU,Leucoptera nodosa
SKs14,Habitat loss,Extraction,Mining,VU,Leucoptera nodosa
SKs7,Habitat loss,Infrastructure development,Human settlement,VU,Leucoptera nodosa
SKs7,Habitat degradation,Agriculture,Livestock,VU,Leucoptera nodosa
SKs7,Habitat loss,Extraction,Mining,VU,Leucoptera nodosa
SKs8,Habitat loss,Infrastructure development,Human settlement,VU,Leucoptera nodosa
SKs8,Habitat degradation,Agriculture,Livestock,VU,Leucoptera nodosa
SKs8,Habitat loss,Extraction,Mining,VU,Leucoptera nodosa
SKs9,Habitat loss,Infrastructure development,Human settlement,VU,Leucoptera nodosa
SKs9,Habitat degradation,Agriculture,Livestock,VU,Leucoptera nodosa
SKs9,Habitat loss,Extraction,Mining,VU,Leucoptera nodosa
Gm30,Habitat loss,Extraction,Mining,VU,Cymbopappus piliferus
Gm30,Habitat loss,Infrastructure development,Tourism/recreation,VU,Cymbopappus piliferus
Gm30,Invasive Alien Species (direct effects),Competitors,,VU,Cymbopappus piliferus
Gm31,Habitat loss,Extraction,Mining,VU,Cymbopappus piliferus
Gm31,Habitat loss,Infrastructure development,Tourism/recreation,VU,Cymbopappus piliferus
Gm31,Invasive Alien Species (direct effects),Competitors,,VU,Cymbopappus piliferus
Gm23,Invasive Alien Species (direct effects),Competitors,,EN,Inezia speciosa
Gm25,Invasive Alien Species (direct effects),Competitors,,EN,Inezia speciosa
CB4,Habitat loss,Agriculture,Crops,VU,Psoralea abbottii
CB4,Habitat degradation,Agriculture,Livestock,VU,Psoralea abbottii
CB4,Habitat degradation,Fires,Too frequent fires,VU,Psoralea abbottii
CB4,Habitat degradation,Fires,Too irregular fires,VU,Psoralea abbottii
CB4,Harvesting [gathering],Medicine,,VU,Psoralea abbottii
CB4,Habitat loss,Infrastructure development,Power lines,VU,Psoralea abbottii
Gs9,Habitat loss,Agriculture,Crops,VU,Psoralea abbottii
Gs9,Habitat degradation,Agriculture,Livestock,VU,Psoralea abbottii
Gs9,Habitat degradation,Fires,Too frequent fires,VU,Psoralea abbottii
Gs9,Habitat degradation,Fires,Too irregular fires,VU,Psoralea abbottii
Gs9,Harvesting [gathering],Medicine,,VU,Psoralea abbottii
Gs9,Habitat loss,Infrastructure development,Power lines,VU,Psoralea abbottii
FFa2,Habitat loss,Agriculture,Crops,EN,Psoralea filifolia
FFd3,Habitat loss,Agriculture,Crops,EN,Psoralea filifolia
FFd4,Habitat loss,Agriculture,Crops,EN,Psoralea filifolia
FFs6,Habitat loss,Agriculture,Crops,EN,Psoralea peratica
FFs6,Invasive Alien Species (direct effects),Competitors,,EN,Psoralea peratica
FFs6,Habitat degradation,Agriculture,Livestock,EN,Psoralea peratica
FFs6,Habitat degradation,Extraction,Groundwater extraction,EN,Psoralea peratica
FFs19,Invasive Alien Species (direct effects),Competitors,,EN,Psoralea sp. nov. (Stirton & Zantovska 11582 NU)
FFs18,Invasive Alien Species (direct effects),Competitors,,EN,Psoralea diturnerae
FFs19,Invasive Alien Species (direct effects),Competitors,,EN,Psoralea diturnerae
FFs19,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea vanberkelae
AT40,Habitat degradation,Land management of non-agricultural areas,Other,EN,Psoralea muirii
AT40,Invasive Alien Species (direct effects),Competitors,,EN,Psoralea muirii
FFh4,Invasive Alien Species (direct effects),Competitors,,CR,Psoralea cataracta
FFd5,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea fascicularis
FFd5,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea fascicularis
FFg2,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea fascicularis
FFg2,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea fascicularis
FFg3,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea fascicularis
FFg3,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea fascicularis
FFs11,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea fascicularis
FFs11,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea fascicularis
FFs9,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea fascicularis
FFs9,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea fascicularis
FRg2,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea fascicularis
FRg2,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea fascicularis
FRs11,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea fascicularis
FRs11,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea fascicularis
FFd4,Invasive Alien Species (direct effects),Competitors,,CR,Psoralea glaucina
FFd4,Habitat loss,Infrastructure development,Industry,CR,Psoralea glaucina
FFd4,Habitat loss,Infrastructure development,Human settlement,CR,Psoralea glaucina
FFd5,Invasive Alien Species (direct effects),Competitors,,CR,Psoralea glaucina
FFd5,Habitat loss,Infrastructure development,Industry,CR,Psoralea glaucina
FFd5,Habitat loss,Infrastructure development,Human settlement,CR,Psoralea glaucina
FS6,Invasive Alien Species (direct effects),Competitors,,CR,Psoralea glaucina
FS6,Habitat loss,Infrastructure development,Industry,CR,Psoralea glaucina
FS6,Habitat loss,Infrastructure development,Human settlement,CR,Psoralea glaucina
FFa1,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea alata
FFa1,Habitat degradation,Other causes,,VU,Psoralea alata
FFa1,Habitat degradation,Agriculture,Livestock,VU,Psoralea alata
FFa1,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Psoralea alata
FFa1,Invasive Alien Species (direct effects),,,VU,Psoralea alata
FFa1,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea alata
FFa1,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Psoralea alata
FFa2,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea alata
FFa2,Habitat degradation,Other causes,,VU,Psoralea alata
FFa2,Habitat degradation,Agriculture,Livestock,VU,Psoralea alata
FFa2,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Psoralea alata
FFa2,Invasive Alien Species (direct effects),,,VU,Psoralea alata
FFa2,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea alata
FFa2,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Psoralea alata
FFa3,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea alata
FFa3,Habitat degradation,Other causes,,VU,Psoralea alata
FFa3,Habitat degradation,Agriculture,Livestock,VU,Psoralea alata
FFa3,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Psoralea alata
FFa3,Invasive Alien Species (direct effects),,,VU,Psoralea alata
FFa3,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea alata
FFa3,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Psoralea alata
FFa4,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea alata
FFa4,Habitat degradation,Other causes,,VU,Psoralea alata
FFa4,Habitat degradation,Agriculture,Livestock,VU,Psoralea alata
FFa4,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Psoralea alata
FFa4,Invasive Alien Species (direct effects),,,VU,Psoralea alata
FFa4,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea alata
FFa4,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Psoralea alata
FFd5,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea alata
FFd5,Habitat degradation,Other causes,,VU,Psoralea alata
FFd5,Habitat degradation,Agriculture,Livestock,VU,Psoralea alata
FFd5,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Psoralea alata
FFd5,Invasive Alien Species (direct effects),,,VU,Psoralea alata
FFd5,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea alata
FFd5,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Psoralea alata
FFd6,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea alata
FFd6,Habitat degradation,Other causes,,VU,Psoralea alata
FFd6,Habitat degradation,Agriculture,Livestock,VU,Psoralea alata
FFd6,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Psoralea alata
FFd6,Invasive Alien Species (direct effects),,,VU,Psoralea alata
FFd6,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea alata
FFd6,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Psoralea alata
FFg2,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea alata
FFg2,Habitat degradation,Other causes,,VU,Psoralea alata
FFg2,Habitat degradation,Agriculture,Livestock,VU,Psoralea alata
FFg2,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Psoralea alata
FFg2,Invasive Alien Species (direct effects),,,VU,Psoralea alata
FFg2,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea alata
FFg2,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Psoralea alata
FFg3,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea alata
FFg3,Habitat degradation,Other causes,,VU,Psoralea alata
FFg3,Habitat degradation,Agriculture,Livestock,VU,Psoralea alata
FFg3,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Psoralea alata
FFg3,Invasive Alien Species (direct effects),,,VU,Psoralea alata
FFg3,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea alata
FFg3,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Psoralea alata
FFh5,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea alata
FFh5,Habitat degradation,Other causes,,VU,Psoralea alata
FFh5,Habitat degradation,Agriculture,Livestock,VU,Psoralea alata
FFh5,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Psoralea alata
FFh5,Invasive Alien Species (direct effects),,,VU,Psoralea alata
FFh5,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea alata
FFh5,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Psoralea alata
FRg2,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea alata
FRg2,Habitat degradation,Other causes,,VU,Psoralea alata
FRg2,Habitat degradation,Agriculture,Livestock,VU,Psoralea alata
FRg2,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Psoralea alata
FRg2,Invasive Alien Species (direct effects),,,VU,Psoralea alata
FRg2,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea alata
FRg2,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Psoralea alata
FRs1,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea alata
FRs1,Habitat degradation,Other causes,,VU,Psoralea alata
FRs1,Habitat degradation,Agriculture,Livestock,VU,Psoralea alata
FRs1,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Psoralea alata
FRs1,Invasive Alien Species (direct effects),,,VU,Psoralea alata
FRs1,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea alata
FRs1,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Psoralea alata
FRs10,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea alata
FRs10,Habitat degradation,Other causes,,VU,Psoralea alata
FRs10,Habitat degradation,Agriculture,Livestock,VU,Psoralea alata
FRs10,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Psoralea alata
FRs10,Invasive Alien Species (direct effects),,,VU,Psoralea alata
FRs10,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea alata
FRs10,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Psoralea alata
FRs20,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea alata
FRs20,Habitat degradation,Other causes,,VU,Psoralea alata
FRs20,Habitat degradation,Agriculture,Livestock,VU,Psoralea alata
FRs20,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Psoralea alata
FRs20,Invasive Alien Species (direct effects),,,VU,Psoralea alata
FRs20,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea alata
FRs20,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Psoralea alata
FRs9,Invasive Alien Species (direct effects),Competitors,,VU,Psoralea alata
FRs9,Habitat degradation,Other causes,,VU,Psoralea alata
FRs9,Habitat degradation,Agriculture,Livestock,VU,Psoralea alata
FRs9,Harvesting [gathering],Cultural/scientific/leisure activities,,VU,Psoralea alata
FRs9,Invasive Alien Species (direct effects),,,VU,Psoralea alata
FRs9,Habitat loss,Infrastructure development,Human settlement,VU,Psoralea alata
FRs9,Pollution (affecting habitat and/or species),Land pollution,Agricultural,VU,Psoralea alata
AT36,Invasive Alien Species (direct effects),Competitors,,NT,Psoralea repens
AT36,Habitat loss,Infrastructure development,Tourism/recreation,NT,Psoralea repens
AT36,Habitat loss,Infrastructure development,Human settlement,NT,Psoralea repens
AT36,Habitat loss,Infrastructure development,Other,NT,Psoralea repens
AT36,Habitat degradation,Fires,Too irregular fires,NT,Psoralea repens
AT40,Invasive Alien Species (direct effects),Competitors,,NT,Psoralea repens
AT40,Habitat loss,Infrastructure development,Tourism/recreation,NT,Psoralea repens
AT40,Habitat loss,Infrastructure development,Human settlement,NT,Psoralea repens
AT40,Habitat loss,Infrastructure development,Other,NT,Psoralea repens
AT40,Habitat degradation,Fires,Too irregular fires,NT,Psoralea repens
AT41,Invasive Alien Species (direct effects),Competitors,,NT,Psoralea repens
AT41,Habitat loss,Infrastructure development,Tourism/recreation,NT,Psoralea repens
AT41,Habitat loss,Infrastructure development,Human settlement,NT,Psoralea repens
AT41,Habitat loss,Infrastructure development,Other,NT,Psoralea repens
AT41,Habitat degradation,Fires,Too irregular fires,NT,Psoralea repens
AT50,Invasive Alien Species (direct effects),Competitors,,NT,Psoralea repens
AT50,Habitat loss,Infrastructure development,Tourism/recreation,NT,Psoralea repens
AT50,Habitat loss,Infrastructure development,Human settlement,NT,Psoralea repens
AT50,Habitat loss,Infrastructure development,Other,NT,Psoralea repens
AT50,Habitat degradation,Fires,Too irregular fires,NT,Psoralea repens
AT57,Invasive Alien Species (direct effects),Competitors,,NT,Psoralea repens
AT57,Habitat loss,Infrastructure development,Tourism/recreation,NT,Psoralea repens
AT57,Habitat loss,Infrastructure development,Human settlement,NT,Psoralea repens
AT57,Habitat loss,Infrastructure development,Other,NT,Psoralea repens
AT57,Habitat degradation,Fires,Too irregular fires,NT,Psoralea repens
FFd5,Invasive Alien Species (direct effects),Competitors,,NT,Psoralea repens
FFd5,Habitat loss,Infrastructure development,Tourism/recreation,NT,Psoralea repens
FFd5,Habitat loss,Infrastructure development,Human settlement,NT,Psoralea repens
FFd5,Habitat loss,Infrastructure development,Other,NT,Psoralea repens
FFd5,Habitat degradation,Fires,Too irregular fires,NT,Psoralea repens
FFd6,Invasive Alien Species (direct effects),Competitors,,NT,Psoralea repens
FFd6,Habitat loss,Infrastructure development,Tourism/recreation,NT,Psoralea repens
FFd6,Habitat loss,Infrastructure development,Human settlement,NT,Psoralea repens
FFd6,Habitat loss,Infrastructure development,Other,NT,Psoralea repens
FFd6,Habitat degradation,Fires,Too irregular fires,NT,Psoralea repens
FFd7,Invasive Alien Species (direct effects),Competitors,,NT,Psoralea repens
FFd7,Habitat loss,Infrastructure development,Tourism/recreation,NT,Psoralea repens
FFd7,Habitat loss,Infrastructure development,Human settlement,NT,Psoralea repens
FFd7,Habitat loss,Infrastructure development,Other,NT,Psoralea repens
FFd7,Habitat degradation,Fires,Too irregular fires,NT,Psoralea repens
FFg3,Invasive Alien Species (direct effects),Competitors,,NT,Psoralea repens
FFg3,Habitat loss,Infrastructure development,Tourism/recreation,NT,Psoralea repens
FFg3,Habitat loss,Infrastructure development,Human settlement,NT,Psoralea repens
FFg3,Habitat loss,Infrastructure development,Other,NT,Psoralea repens
FFg3,Habitat degradation,Fires,Too irregular fires,NT,Psoralea repens
FS5,Invasive Alien Species (direct effects),Competitors,,NT,Psoralea repens
FS5,Habitat loss,Infrastructure development,Tourism/recreation,NT,Psoralea repens
FS5,Habitat loss,Infrastructure development,Human settlement,NT,Psoralea repens
FS5,Habitat loss,Infrastructure development,Other,NT,Psoralea repens
FS5,Habitat degradation,Fires,Too irregular fires,NT,Psoralea repens
FS6,Invasive Alien Species (direct effects),Competitors,,NT,Psoralea repens
FS6,Habitat loss,Infrastructure development,Tourism/recreation,NT,Psoralea repens
FS6,Habitat loss,Infrastructure development,Human settlement,NT,Psoralea repens
FS6,Habitat loss,Infrastructure development,Other,NT,Psoralea repens
FS6,Habitat degradation,Fires,Too irregular fires,NT,Psoralea repens
FS7,Invasive Alien Species (direct effects),Competitors,,NT,Psoralea repens
